num, name, organism, type, Dataset, Platforms, samples, series1,series2
1713,Longitudinal Gene Expression Analysis in Human Brain identifies biological processes underlying neuropathology in Down Syndrome,Homo sapiens,Expression profiling by array,NoData,GPL5175,116,GSE59630,GSE59630
1714,Profiling of naïve and memory Tregs,Homo sapiens,Expression profiling by array,NoData,GPL571,52,GSE76598,GSE76598
1715,Haploinsufficiency of BAZ1B contributes to Williams syndrome through transcriptional dysregulation of neurodevelopmental pathways,Homo sapiens,Expression profiling by array,NoData,GPL10558,33,GSE71664,GSE71664
1716,Identification of recurrent GBM patients that may benefit from Bevacizumab and CCNU:  A report from the BELOB trial by the Dutch Neurooncology Group,Homo sapiens,Expression profiling by array,NoData,GPL14951,112,GSE72951,GSE72951
1717,KRAS-induced transcription analysis in immortalized pancreatic cells,Homo sapiens,Expression profiling by array,NoData,GPL16699,16,GSE58055,GSE58055
1718,Gene expression in the different stages of endometrial cancer,Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE39099,GSE39099
1719,MiR-511 dependently expressed genes in monoblastic cell line THP1,Homo sapiens,Expression profiling by array,NoData,GPL10332,4,GSE70490,GSE70490
1720,Integrated Analysis of Dysregulated lncRNA and mRNA Expression profiles of myocardial sleevesof pulmonary veins in  atrial fibrillation,Homo sapiens,Expression profiling by array,NoData,GPL17586,12,GSE76899,GSE76899
1721,Gene Expression in Biopsies of Acute Rejection and Interstitial Fibrosis/Tubular Atrophy Reveals Highly Shared Mechanisms that Correlate with Worse Long-term Outcomes,Homo sapiens,Expression profiling by array,NoData,GPL13158,274,GSE76882,GSE76882
1722,Monocyte Transcriptional Networks are Associated with Tuberculin Skin Test Status in Uganda,Homo sapiens,Expression profiling by array,NoData,GPL6947,56,GSE76873,GSE76873
1723,Expression profiling of Ewing sarcoma cell lines exposed to 5nM Pladienolide B (PlaB) for 24 hours,Homo sapiens,Expression profiling by array,NoData,GPL10558,24,GSE67548,GSE67548
1724,Advanced Study of Aortic Pathology (ASAP),Homo sapiens,Expression profiling by array,NoData,GPL5175,96,GSE26155,GSE26155
1725,Targeting the lineage-specific long non-coding RNA LINC01212 as an effective anti-melanoma therapeutic strategy [2],Homo sapiens,Expression profiling by array,NoData,GPL17077,9,GSE70177,GSE70177
1726,Targeting the lineage-specific long non-coding RNA LINC01212 as an effective anti-melanoma therapeutic strategy [1],Homo sapiens,Expression profiling by array,NoData,GPL20604,38,GSE70176,GSE70176
1727,Targeting the lineage-specific long non-coding RNA LINC01212 as an effective anti-melanoma therapeutic strategy,Homo sapiens,Expression profiling by array,NoData,GPL17077 GPL20604,47,GSE70180,GSE70180
1728,Genome-wide methylation analysis and gene expression profiling identifies genes silenced in non-seminoma cell lines,Homo sapiens,Expression profiling by array; Methylation profiling by genome tiling array,NoData,GPL570 GPL13534,8,GSE65028,GSE65028
1729,Genome-wide methylation analysis and gene expression profiling identifies genes silenced in non-seminoma cell lines [gene expression],Homo sapiens,Expression profiling by array,NoData,GPL570,4,GSE65026,GSE65026
1730,"Expression profiling of the TC32 Ewing sarcoma cell line following silencing of SUPT6H, SF3B1 or HNRNPH1",Homo sapiens,Expression profiling by array,NoData,GPL10558,36,GSE67736,GSE67736
1731,Whole Blood Transcriptional Profiling Differentiates Between Asymptomatic and Symptomatic Human Rhinovirus Detection in Children,Homo sapiens,Expression profiling by array,NoData,GPL6947 GPL10558,151,GSE67059,GSE67059
1732,T Cell Receptor-Induced NF-kB Signaling and Transcriptional Activation Are Regulated by STIM1- and Orai1-Mediated Calcium Entry,Homo sapiens,Expression profiling by array,NoData,GPL10558,19,GSE76804,GSE76804
1733,Hinchcliff 359 microarray dataset,Homo sapiens,Expression profiling by array,NoData,GPL6480,165,GSE76886,GSE76886
1734,Functional neurons generated from T cell-derived iPSCs for neurological disease modeling,Homo sapiens,Expression profiling by array; Methylation profiling by high throughput sequencing,NoData,GPL570 GPL11154,29,GSE76832,GSE76832
1735,Human induced pluripotent stem cells (iPSCs) derived from T-cell compared with that from adult dermal fibroblast (aHDF) [gene expression],Homo sapiens,Expression profiling by array,NoData,GPL570,25,GSE76830,GSE76830
1736,Blood transcriptomic markers in patients with late-onset major depressive disorder,Homo sapiens,Expression profiling by array,NoData,GPL17077,32,GSE76826,GSE76826
1737,"Comparative gene expression analyses of purified CD14+ monocytes from human umbilical cord blood, CD14+ monocytes from adult peripheral blood and the cell therapy product DUOC-01",Homo sapiens,Expression profiling by array,NoData,GPL570,11,GSE76803,GSE76803
1738,Transcriptomic profiling of urine extracellular vesicles reveals alterations of CDH3 in prostate cancer,Homo sapiens,Expression profiling by array,NoData,GPL10558,10,GSE75441,GSE75441
1739,Profiling of normal human colonic epithelial cells according to their PTK7 surface abundance,Homo sapiens,Expression profiling by array,NoData,GPL15207,8,GSE68340,GSE68340
1740,Expression data of BRPF3 depletion from the human osteosarcoma U2OS cell line,Homo sapiens,Expression profiling by array,NoData,GPL16686,4,GSE65065,GSE65065
1741,"Blood, adipose and muscle samples taken from monozygotic twin pairs with age range 32-37",Homo sapiens,Expression profiling by array,NoData,GPL20932,61,GSE73142,GSE73142
1742,LncVSM (AK098656) down-regulation in Vascular Smooth Muscle cells,Homo sapiens,Expression profiling by array,NoData,GPL13497,8,GSE76720,GSE76720
1743,Complex Disease Subtypes Identified by Network-Based Clustering of Gene Expression Data:  Application to COPD,Homo sapiens,Expression profiling by array; Third-party reanalysis,NoData,GPL570,229,GSE76705,GSE76705
1744,Multi-tissue functional genomic study of systemic sclerosis,Homo sapiens,Expression profiling by array,NoData,NoData,520,GSE76809,GSE76809
1745,Expression data from QY and QYRC cell lines,Homo sapiens,Expression profiling by array,NoData,GPL570,2,GSE76754,GSE76754
1746,Phenotypic plasticity determines cancer stem cell therapeutic resistance in oral squamous cell carcinoma I,Homo sapiens,Expression profiling by array,NoData,GPL10558,5,GSE74578,GSE74578
1747,Phenotypic plasticity determines cancer stem cell therapeutic resistance in oral squamous cell carcinoma II,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE74580,GSE74580
1748,Gene expression profiling of skin in hidradenitis suppurativa,Homo sapiens,Expression profiling by array,NoData,GPL13158,30,GSE72702,GSE72702
1749,Pioneer factor FOXA1 defines GATA2- and AR-mediated transcriptional program in prostate cancer,Homo sapiens,Expression profiling by array; Genome binding/occupancy profiling by high throughput sequencing,NoData,GPL10558 GPL15456,52,GSE69045,GSE69045
1750,Pioneer factor FOXA1 defines GATA2- and AR-mediated transcriptional program in prostate cancer [gene expression],Homo sapiens,Expression profiling by array,NoData,GPL10558,24,GSE69044,GSE69044
1751,Downstream genes regulated by TSHZ2 in MCF-7 cells,Homo sapiens,Expression profiling by array,NoData,GPL17077,2,GSE64351,GSE64351
1752,Exploring Molecular Determinants of Disease Progression in Psoriasis by Comparing Different Clinical Subtypes Having Similar Core Transcriptomes,Homo sapiens,Expression profiling by array; Third-party reanalysis,NoData,GPL570,27,GSE67853,GSE67853
1753,Role of IRF7 in airway epithelial cell responses to human rhinovirus infection.,Homo sapiens,Expression profiling by array,NoData,GPL20609,20,GSE70190,GSE70190
1754,Gene expression data of ovarian cancer from Singapore,Homo sapiens,Expression profiling by array,NoData,GPL6244,100,GSE69207,GSE69207
1755,"Gene expression analysis of untreated and NT-shRNA transduced kidney proximal tubular epithelial cells (PTECs) at day 6 and day 16 after transduction,  as well as SETD2-shRNA transduced PTECs at day 25 after transduction.",Homo sapiens,Expression profiling by array,NoData,GPL18641,18,GSE72792,GSE72792
1756,"Transcriptional profiling of HBV-naïve subjects before vaccination against Hepatitis A/B viruses, Diphtheria/Tetanus toxoids and Cholera.",Homo sapiens,Expression profiling by array,NoData,GPL15048,169,GSE65834,GSE65834
1757,Interaction of CDCP1 with HER2 enhances HER2-driven tumorigenesis and promotes trastuzumab resistance in breast cancer,Homo sapiens,Expression profiling by array,NoData,GPL10558,6,GSE67019,GSE67019
1758,Characterization of CD57+PD1- CD4 T cells,Homo sapiens,Expression profiling by array,NoData,GPL570,10,GSE64805,GSE64805
1759,Expression data of human tympanic membrane cells and epidermal keratinocytes,Homo sapiens; synthetic construct,Expression profiling by array; Non-coding RNA profiling by array,NoData,GPL16686,6,GSE76674,GSE76674
1760,Expression data from glioma patients,Homo sapiens,Expression profiling by array,NoData,GPL570,50,GSE43378,GSE43378
1761,The novel atypical retinoid ST5589 down-regulates Aurora Kinase A and has anti-tumour activity in lymphoma pre-clinical models,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE66455,GSE66455
1762,"C646, a Novel p300/CREB-Binding Protein-Specific Inhibitor of Histone Acetyltransferase, Attenuates Influenza A Virus Infection",Homo sapiens,Expression profiling by array,NoData,GPL14550,24,GSE72503,GSE72503
1763,CRC cells_Aspirin treatment_48 hours_Rep8,Homo sapiens,Expression profiling by array,NoData,GPL17077,16,GSE76583,GSE76583
1764,The role of mRNA decay in p53-induced gene expression,Homo sapiens,Expression profiling by array,NoData,GPL10739,6,GSE76575,GSE76575
1765,Analysis of gene expression in human Bronchial Alveolar Lavage Cell (BAL) cell pellets,Homo sapiens,Expression profiling by array,NoData,GPL6480,86,GSE74986,GSE74986
1766,Genome-wide peripheral blood transcriptome analysis of Arab female Lupus and Lupus nephritis,Homo sapiens,Expression profiling by array,NoData,GPL5188,11,GSE62764,GSE62764
1767,Expression data at each site in colon cancer,Homo sapiens,Expression profiling by array,NoData,GPL6244,40,GSE65480,GSE65480
1768,Neuronal and glial Gene expression from control and healthy patient iPSC-derived cortical neurons (B),unidentified; Homo sapiens,Expression profiling by array,NoData,GPL21292,32,GSE76547,GSE76547
1769,Neuronal and glial Gene expression from control and healthy patient iPSC-derived forebrain neurons (A),Homo sapiens,Expression profiling by array,NoData,GPL21293,72,GSE76545,GSE76545
1770,Microarray of NFAT1-shRNA (KD) vs Non-targeting shRNA (NT) metastatic melanoma cell line,Homo sapiens,Expression profiling by array,NoData,GPL19137,2,GSE76541,GSE76541
1771,Pretreatment with Gamma-Secretase Inhibitor Prevents Tumor-Like Overgrowth in Human iPSC-Derived Transplant for Spinal Cord Injury,Homo sapiens,Expression profiling by array,NoData,GPL10558,12,GSE76556,GSE76556
1772,Neuronal and glial Gene expression from control and healthy patient iPSC-derived cortical neurons,unidentified; Homo sapiens,Expression profiling by array,NoData,GPL21292 GPL21293,104,GSE76551,GSE76551
1773,Orbital Cavernous Hemangioma Tissues: Control vs. Benign Lymphoepithelial Lesions of the Lacrimal Gland tissues,Homo sapiens,Expression profiling by array,NoData,GPL13287,36,GSE76497,GSE76497
1774,Identification of mir-342-3p functionally associated with transcriptional activity of MYC in lung cancer,Homo sapiens,Expression profiling by array,NoData,GPL14550,103,GSE66760,GSE66760
1775,Identification of mir-342-3p functionally associated with transcriptional activity of MYC in lung cancer [patients],Homo sapiens,Expression profiling by array,NoData,GPL14550,81,GSE66759,GSE66759
1776,Identification of mir-342-3p functionally associated with transcriptional activity of MYC in lung cancer [cell culture],Homo sapiens,Expression profiling by array,NoData,GPL14550,22,GSE66758,GSE66758
1777,FGFR signature,Homo sapiens,Expression profiling by array,NoData,GPL570,66,GSE73024,GSE73024
1778,c-MET inhibitor inducing KSHV+ primary effusion lymphoma apoptosis,Homo sapiens,Expression profiling by array,NoData,GPL10558,6,GSE70594,GSE70594
1779,Time Course of Adults Vaccinated with Influenza TIV Vaccine during 2011/12 Flu Season,Homo sapiens,Expression profiling by array,NoData,GPL13158,177,GSE74816,GSE74816
1780,A molecular signature for MET-targeted therapy,Mus musculus; Homo sapiens,Expression profiling by array,NoData,GPL6246 GPL6244,56,GSE64667,GSE64667
1781,Expression data from MCF-7 and MCF-7/ADR cells,Homo sapiens,Expression profiling by array,NoData,GPL570,6,GSE76540,GSE76540
1782,Gene expression in a 3-dimensional reconstructed human corneal epithelial tissue after near-infrared irradiation simulating solar near-infrared radiation that reaches human tissues on the Earth’s surface,Homo sapiens,Expression profiling by array,NoData,GPL16699,4,GSE76500,GSE76500
1783,Expression data analysis from RPMI 8226 cells irraidated to C-ions.,Homo sapiens,Expression profiling by array,NoData,GPL6244,6,GSE76471,GSE76471
1784,Microarray based gene expression for invasive lobular cancer samples (RATHER),Homo sapiens,Expression profiling by array,NoData,GPL20078,159,GSE68057,GSE68057
1785,Expression and Splicing Analysis of Myotonic Dystrophy and Other Dystrophic Muscle,Homo sapiens,Expression profiling by array,NoData,GPL5175 GPL5188,56,GSE48828,GSE48828
1786,Expression data from HeLa cell lines stably expressing shRNA targeting ctrl  or UHRF1,Homo sapiens,Expression profiling by array,NoData,GPL570,12,GSE73751,GSE73751
1787,Transcriptome-wide regulation of pre-mRNA splicing and expression by the RNA-binding protein Quaking during monocyte to macrophage differentiation,Homo sapiens,Expression profiling by high throughput sequencing; Expression profiling by array,NoData,GPL11154 GPL15106,16,GSE74979,GSE74979
1788,Expression profiles of normal hematopoietic stem and progenitor cells and acute myeloid leukemia sub-populations,Homo sapiens,Expression profiling by array,NoData,GPL17810,104,GSE63270,GSE63270
1789,Hypoxia-induced alterations of G2 checkpoint regulators,Homo sapiens,Expression profiling by array,NoData,GPL6884,2,GSE70530,GSE70530
1790,Insights into responses of human astrocytes to H5N1 infection by transcriptional analysis,Homo sapiens,Expression profiling by array,NoData,GPL6480,18,GSE66597,GSE66597
1791,Glucose Metabolic Remodeling through Phosphoenolpyruvate Carboxykinase Isoform 2 Regulates Prostate Cancer Cell Tumorigenicity,Homo sapiens,Expression profiling by array,NoData,GPL6244,4,GSE76470,GSE76470
