num, name, organism, type, Dataset, Platforms, samples, series
162,"Probiotic effect on inflamed colonic explants","Homo sapiens","Expression profiling by array, count, 2 agent, 4 protocol, 2 specimen sets","GDS4548","GPL570",18,"GSE23630"
163,"Effect of ischemia and tissue procurement conditions on resected renal clear cell carcinoma","Homo sapiens","Expression profiling by array, transformed count, 10 specimen, 4 temperature, 6 time sets","GDS4547","GPL570",140,"GSE41137"
164,"G-protein-coupled receptor kinase 2 inhibition effect on HEK cells in vitro and in vivo","Homo sapiens","Expression profiling by array, count, 2 genotype/variation, 3 protocol sets","GDS4544","GPL570",12,"GSE42771"
165,"Hungington's disease: whole blood","Homo sapiens","Expression profiling by array, count, 12 age, 2 disease state, 2 gender, 14 individual sets","GDS4541","GPL96",14,"GSE24250"
166,"TRIF-deficient Herpes simplex encephalitis patient: peripheral blood mononuclear cell response to TLR agonists LPS and R-848 ","Homo sapiens","Expression profiling by array, transformed count, 3 agent, 2 disease state, 3 genotype/variation sets","GDS4540","GPL10558",9,"GSE32390"
167,"TRIF-deficient Herpes simplex encephalitis patient: fibroblast response to interleukin-1β and TLR3 agonist poly (I:C)","Homo sapiens","Expression profiling by array, transformed count, 3 agent, 2 disease state, 4 genotype/variation sets","GDS4539","GPL10558",18,"GSE32390"
168,"Central nervous system cell types derived from embryonic stem cell line H9","Homo sapiens","Expression profiling by array, count, 4 cell type sets","GDS4538","GPL6884",11,"GSE40593"
169,"Kaposi's sarcoma associated herpesvirus protein K13 effect on primary effusion lymphoma-derived BCBL1 cells","Homo sapiens","Expression profiling by array, count, 2 agent, 2 genotype/variation sets","GDS4536","GPL570",4,"GSE37355"
170,"Differentiating glioblastoma-initiating cells","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 3 specimen sets","GDS4535","GPL570",6,"GSE20736"
171,"Frontal and parieto-temporal cortical regions of the developing fetal brain","Homo sapiens","Expression profiling by array, transformed count, 2 development stage, 2 other, 2 tissue sets","GDS4532","GPL570",8,"GSE21858"
172,"Schizophrenia: postmortem anterior prefrontal cortex","Homo sapiens","Expression profiling by array, count, 33 age, 2 disease state, 2 gender sets","GDS4523","GPL570",51,"GSE17612"
173,"Schizophrenia: postmortem superior temporal cortex","Homo sapiens","Expression profiling by array, count, 30 age, 2 disease state, 2 gender sets","GDS4522","GPL570",42,"GSE21935"
174,"Ischemic stroke: peripheral blood mononuclear cells","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS4521","GPL570",40,"GSE22255"
175,"Monozygotic twin pairs discordant for ulcerative colitis: intestinal biopsies","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 10 individual sets","GDS4519","GPL570",20,"GSE22619"
176,"Colorectal cancer: laser microdissected tumor tissues","Homo sapiens","Expression profiling by array, transformed count, 3 disease state, 7 other sets","GDS4516","GPL570",104,"GSE21510"
177,"Microsatellite-unstable colorectal cancer","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS4515","GPL96",49,"GSE24514"
178,"Clinical outcome of stage UICC II colon cancer patients ","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 2 other sets","GDS4513","GPL570",53,"GSE18088"
179,"Sonic hedgehog homolog-stimulated fibroblasts","Homo sapiens","Expression profiling by array, count, 2 agent sets","GDS4512","GPL570",6,"GSE29316"
180,"Primary colorectal cancer HT29 cell line colonospheres","Homo sapiens","Expression profiling by array, transformed count, 2 cell line sets","GDS4511","GPL570",4,"GSE14773"
181,"Progeroid and revertant phenotypes in primary dermal fibroblast cell line GM00038","Homo sapiens","Expression profiling by array, count, 6 protocol sets","GDS4509","GPL570",7,"GSE40404"
182,"Acute myeloid leukemia with mutated nucleophosmin: bone marrow blasts (test set)","Homo sapiens","Expression profiling by array, count, 2 genotype/variation sets","GDS4501","GPL96",39,"GSE34860"
183,"Acute myeloid leukemia with mutated nucleophosmin: bone marrow blasts (training set)","Homo sapiens","Expression profiling by array, count, 2 genotype/variation sets","GDS4500","GPL96",39,"GSE34860"
184,"Acute myeloid leukemia cell lines with high Ecotropic Viral Integration site 1 expression","Homo sapiens","Expression profiling by array, count, 12 cell line, 3 disease state, 2 genotype/variation sets","GDS4497","GPL570",12,"GSE35159"
185,"Nonlesional atopic dermatitis skin","Homo sapiens","Expression profiling by array, transformed count, 3 disease state, 22 individual, 14 other sets","GDS4491","GPL570",33,"GSE32924"
186,"Turner syndrome amniocyte derived-induced pluripotent stem cells ","Homo sapiens","Expression profiling by array, transformed count, 10 cell line, 5 cell type, 4 disease state sets","GDS4489","GPL6244",10,"GSE32527"
187,"Ras/MEK inhibition effect on IFN-alpha treated cancer cell line: time course","Homo sapiens","Expression profiling by array, transformed count, 4 agent, 2 cell line, 2 time sets","GDS4487","GPL6244",30,"GSE31019"
188,"Sonic Hedgehog inhibitor cyclopamine effect on co-culture of mesenchymal stem cells and umbilical vein endothelial cells","Homo sapiens","Expression profiling by array, transformed count, 2 agent sets","GDS4482","GPL10526",6,"GSE22293"
189,"Pediatric glioblastoma brain tumors: histone H3.3 mutations","Homo sapiens","Expression profiling by array, count, 4 genotype/variation sets","GDS4477","GPL570",27,"GSE34824"
190,"Parkin expression in parkin-deficient U87MG glioma cells","Homo sapiens","Expression profiling by array, count, 2 protocol sets","GDS4476","GPL6244",21,"GSE29494"
191,"Extracellular matrix protein cysteine rich 61 (CCN1) effect on LN229 glioma cells","Homo sapiens","Expression profiling by array, transformed count, 2 protocol sets","GDS4475","GPL570",6,"GSE29384"
192,"U373MG glioblastoma cell line response to 3 anti-cancer 1,2,3,4-tetrahydroisoquinoline alkaloids","Homo sapiens","Expression profiling by array, transformed count, 6 protocol sets","GDS4474","GPL6244",6,"GSE36619"
193,"Glioblastoma multiforme and oligodendroglial glioma: neurospheres","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 6 individual, 2 other, 2 tissue sets","GDS4473","GPL570",14,"GSE31545"
194,"Transcription factor OTX2 oncogene silencing effect on D425 medulloblastoma cell line: time course","Homo sapiens","Expression profiling by array, count, 4 other, 2 protocol, 6 time sets","GDS4472","GPL570",24,"GSE22875"
195,"Medulloblastomas in children","Homo sapiens","Expression profiling by array, transformed count, 6 disease state, 2 gender, 4 other sets","GDS4471","GPL570",76,"GSE37418"
196,"Glioblastoma brain tumors","Homo sapiens","Expression profiling by array, count, 27 age, 7 disease state, 5 genotype/variation, 3 other, 13 tissue sets","GDS4470","GPL570",46,"GSE36245"
197,"Sporadic medulloblastomas","Homo sapiens","Expression profiling by array, transformed count, 3 age, 3 disease state, 2 gender sets","GDS4469","GPL6244",19,"GSE41842"
198,"Glioblastoma cell lines: LN018, LN215, LN229, LN319 and BS149","Homo sapiens","Expression profiling by array, count, 5 cell line sets","GDS4468","GPL570",10,"GSE15824"
199,"Primary and secondary brain tumors: glioblastomas, astrocytomas and oligodendrogliomas ","Homo sapiens","Expression profiling by array, count, 5 cell type, 8 other, 3 tissue sets","GDS4467","GPL570",35,"GSE15824"
200,"MYC oncogene overexpression and silencing effect in medulloblastoma DAOY cells","Homo sapiens","Expression profiling by array, count, 4 cell line, 5 protocol sets","GDS4466","GPL570",18,"GSE22139"
201,"High grade astrocytoma patient survival: brain tumor","Homo sapiens","Expression profiling by array, transformed count, 21 time sets","GDS4465","GPL570",26,"GSE33331"
202,"Primary central nervous system lymphoma patients: brain tumor","Homo sapiens","Expression profiling by array, log2 ratio, 21 age, 3 agent, 2 gender, 7 other, 4 time sets","GDS4464","GPL570",34,"GSE34771"
203,"Pimecrolimus and betamethasone valerate effects on lesional skin of actopic dermatitis","Homo sapiens","Expression profiling by array, count, 9 disease state, 3 protocol sets","GDS4460","GPL570",30,"GSE32473"
204,"Intraportal tacrolimus flushing effect on liver allograft","Homo sapiens","Expression profiling by array, transformed count, 2 protocol sets","GDS4459","GPL11209",17,"GSE25338"
205,"Anti-IL-17 monclonal antibody ixekizumab effect on chronic psoriasis","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 17 individual, 2 time sets","GDS4458","GPL571",30,"GSE31652"
206,"High-risk bladder cancer","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 5 specimen sets","GDS4456","GPL570",93,"GSE31684"
207,"RhoGTP dissociation inhibitor 2 effect on UM-UC-3 bladder cancer cells","Homo sapiens","Expression profiling by array, transformed count, 2 genotype/variation sets","GDS4455","GPL570",4,"GSE35014"
208,"Fibroblast growth factor receptor 3 depletion effect on bladder cancer cell line RT112","Homo sapiens","Expression profiling by array, transformed count, 4 genotype/variation, 2 protocol sets","GDS4454","GPL570",24,"GSE41035"
209,"Childhood cerebral adrenoleukodystrophy patient-specific iPSC model","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 2 disease state sets","GDS4451","GPL571",18,"GSE34309"
210,"Large RS-like factor SON knockdown effect in HeLa cervical cancer cell line ","Homo sapiens","Expression profiling by array, count, 2 genotype/variation sets","GDS4448","GPL571",6,"GSE26888"
211,"Atopic Dermatitis response to narrow-band UVB treatment","Homo sapiens","Expression profiling by array, transformed count, 10 individual, 9 other, 2 protocol, 2 tissue sets","GDS4444","GPL570",35,"GSE27887"
212,"Serca2a effect on Dilated Cardiomyopathy iPSC-derived cardiomyocytes","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 2 protocol sets","GDS4435","GPL6244",8,"GSE35108"
213,"Autistic children and their father’s age: peripheral blood lymphocytes","Homo sapiens","Expression profiling by array, count, 30 age, 2 disease state, 2 other sets","GDS4431","GPL570",146,"GSE25507"
214,"Epidermolysis Bullosa Simplex: epidermis","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS4426","GPL6244",12,"GSE28315"
215,"Severe asthma: circulating CD4+ and CD8+ T-cells","Homo sapiens","Expression profiling by array, transformed count, 2 cell type, 3 disease state sets","GDS4425","GPL570",40,"GSE31773"
216,"Acute Picornavirus-induced exacerbation in asthmatic children: nasal lavage cells","Homo sapiens","Expression profiling by array, transformed count, 16 individual, 2 protocol sets","GDS4424","GPL6244",32,"GSE30326"
217,"Alveolar macrophage response to bacterial endotoxin lipopolysaccharide exposure in vivo","Homo sapiens","Expression profiling by array, count, 7 individual, 2 stress sets","GDS4419","GPL570",14,"GSE40885"
218,"Allergic asthma: bronchial biopsies","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS4418","GPL96",8,"GSE41649"
219,"Inhaled corticotherapy effect on allergic asthma: bronchial biopsies","Homo sapiens","Expression profiling by array, count, 3 agent, 2 disease state, 2 specimen sets","GDS4417","GPL8300",12,"GSE15823"
220,"Bacterial cell wall component MDP effect on HEK293 cells expressing Crohn's disease-associated NOD2 variant L1007fsinsC receptor: time course","Homo sapiens","Expression profiling by array, count, 2 agent, 3 genotype/variation, 3 time sets","GDS4416","GPL570",27,"GSE22611"
221,"Dietary fatty acid composition effect on vastus lateralis muscle","Homo sapiens","Expression profiling by array, transformed count, 10 individual, 3 protocol, 2 time sets","GDS4412","GPL6244",56,"GSE31901"
222,"Infantile-onset Pompe disease: biceps","Homo sapiens","Expression profiling by array, transformed count, 2 disease state sets","GDS4410","GPL570",19,"GSE38680"
223,"Infantile-onset Pompe response to recombinant human lysosomal acid alpha-glucosidase (rhGAA) treatment: quadriceps ","Homo sapiens","Expression profiling by array, transformed count, 2 agent, 2 disease state, 18 individual, 3 other, 4 time sets","GDS4409","GPL570",39,"GSE38680"
224,"Biallelic CEBPA-mutated acute myeloid leukemia with multilineage dysplasia: peripheral blood mononuclear cells ","Homo sapiens","Expression profiling by array, transformed count, 3 disease state, 2 genotype/variation sets","GDS4407","GPL570",30,"GSE33223"
225,"Facioscapulohumeral muscular dystrophy: bicep and deltoid muscles","Homo sapiens","Expression profiling by array, transformed count, 2 disease state, 25 individual, 11 other, 2 tissue sets","GDS4404","GPL6244",50,"GSE36398"
226,"Endothelial progenitor cells from cord blood and adult peripheral blood","Homo sapiens","Expression profiling by array, transformed count, 2 tissue sets","GDS4403","GPL570",4,"GSE39763"
227,"H9 hESC-derived neural stem cells harboring pathogenic leucine-rich repeat kinase 2 mutation ","Homo sapiens","Expression profiling by array, count, 2 agent, 2 genotype/variation sets","GDS4401","GPL571",9,"GSE36321"
228,"Fibroblast-derived induced pluripotent stem cells harboring pathogenic leucine-rich repeat kinase 2 mutation","Homo sapiens","Expression profiling by array, transformed count, 3 cell type, 3 genotype/variation sets","GDS4400","GPL571",14,"GSE33298"
